rxn_id	flux	name	equation	gpr
H2Otm_c0	-28.264434643891544	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_m0	H2O <=> H2O	
rxn09121_c0	28.23002707028706	phosphate transport cytosol/mito	Phosphate <=> Phosphate	
rxn08173_m0	23.543926288757024	F(1)-ATPase	ADP + Phosphate + 4 H+ --> H2O + ATP + 3 H+	gene_7697 or gene_10240 or gene_10935 or gene_9272 or gene_5353 or gene_8123 or gene_2000 or gene_7687 or gene_11334 or gene_6907 or gene_12165 or gene_1565 or gene_3187 or gene_7693 or gene_9147 or gene_1242 or gene_4039 or gene_7471 or gene_9647 or gene_7078 or gene_1773 or gene_3458 or gene_13011 or gene_7453 or gene_443 or gene_4385 or gene_10617 or gene_1262 or gene_3899 or gene_808 or gene_6532
rxn09780_c0	23.505864230722555	ADP/ATP transporter, mitochondrial_c0	ATP + ADP + H+ <=> ATP + ADP + H+	gene_12891
H2Otp_c0	11.703603573576476	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_x0	H2O <=> H2O_x0	
frxn35348_m0	10.323034160136642	ubiquinol-cytochrome c oxidoreductase Complex III	2 H+ + 2 Cytochrome c3+ + Ubiquinol-6 --> 4 H+ + 2 Cytochrome c2+ + Ubiquinone-6	gene_5298 or gene_9484 or gene_10373 or gene_8583 or gene_4339 or gene_12242
tx_h_xc	-9.714588183665132	H+ peroxisomal equilibration	H+ <=> H+_x0	
EX_cpd00007_e0	-8.921761440880847	Exchange for O2	O2 <=> 	
rxn05468_c0	8.921761440880847	TRANS-RXNAVI-26568.ce_c0	O2 <=> O2	
rxn00248_m0	8.077970421102222	(S)-malate:NAD+ oxidoreductase	NAD + L-Malate <=> NADH + Oxaloacetate + H+	gene_10386 or gene_2140 or gene_1284 or gene_4455
tx_nad_xc	7.956061559645377	NAD peroxisomal equilibration	NAD <=> NAD_x0	
tx_nadh_xc	-7.956061559645376	NADH peroxisomal equilibration	NADH <=> NADH_x0	
frxn13726_m0	7.554373017065378	NADH dehydrogenase-Complex-I (ubiquinone-6)	NADH + 5 H+ + Ubiquinone-6 --> NAD + 4 H+ + Ubiquinol-6	gene_2528 or gene_1095 or gene_7993 or gene_11913 or gene_910 or gene_10116 or gene_12112 or gene_10187 or gene_9415 or gene_5161 or gene_7271 or gene_8921 or gene_1739 or gene_658 or gene_2602 or gene_1389 or gene_8874 or gene_8546 or gene_9714 or gene_3875 or gene_5629 or gene_6133 or gene_5834
rxn13406_c0	6.961553864689707	oxidized thioredoxin peroxisomal transport via diffusion_x0	trdox <=> trdox_x0	
rxn13407_c0	-6.961553864689707	reduced thioredoxin peroxisomal transport via diffusion_x0	trdrd <=> trdrd_x0	
rxn09296_x0	-6.961553864689707	hydrogen peroxide reductase (thioredoxin)_x0	H2O2_x0 + trdrd_x0 <=> 2 H2O_x0 + trdox_x0	gene_47 or gene_9939
rxn00006_x0	6.961553864689706	hydrogen-peroxide:hydrogen-peroxide oxidoreductase_x0	2 H2O2_x0 --> 2 H2O_x0 + O2_x0	gene_12385 or gene_11200
rxn09296_c0	6.949557851108038	hydrogen peroxide reductase (thioredoxin)_c0	H2O2 + trdrd --> 2 H2O + trdox	gene_47
